id_1,str_1,id_2,str_2,osa,cos,sample_edition_1,sample_edition_2
zspbk0012782,Sermons sur divers textes de l'Ecriture sainte,spbk0003566,Sermons sur divers textes de l'Ecriture sainte [de,0.92,0.9935818661312839,"Sermons sur divers textes de l'Ecriture sainte, by Bessonnet, Jacob. (, )","Sermons sur divers textes de l'Écriture sainte, by Chatelain, Henri-Abraham. (n.pl., NA)"
spbk0010011,"Abrégé des principes de la grammaire françoise, de",spbk0002527,Abrégé des principes de la grammaire françoise,0.92,0.992175828009857,"Abre?ge? des principes de la grammaire franc?oise, et de l'arithme?tique, by NA. (Nancy, 1789)","Abregé des principes de la Grammaire françoise, dedié aux Enfans de France Monseigneur Le Duc de Berry, Monseigneur Le Comte de Provence, et Monseigneur Le Comte d'Artois: par M. Restaut Avocat au Parlement et aux Conseils du Roi. Sixième edition reuve et corrigée par l’auteur et augmentée des principes generaux de l’ortographe françoise, by Restaut, Pierre. (Paris, 1765)"
spbk0003557,Sermons sur divers textes de l'Ecriture sainte,spbk0002191,"Sermons sur divers textes de l'Ecriture sainte, pa",0.92,0.9906291707022128,"Sermons sur divers textes de l'Ecriture sainte, by Romilly, Jean Edme. (Geneva, 1780-1788)","Sermons sur divers textes de l'Ecriture sainte, par Gaspar Caillard, by Caillard, Gaspar. (Lausanne, 1761)"
zspbk0012782,Sermons sur divers textes de l'Ecriture sainte,spbk0002191,"Sermons sur divers textes de l'Ecriture sainte, pa",0.92,0.9906291707022128,"Sermons sur divers textes de l'Ecriture sainte, by Bessonnet, Jacob. (, )","Sermons sur divers textes de l'Ecriture sainte, par Gaspar Caillard, by Caillard, Gaspar. (Lausanne, 1761)"
zspbk0014178,Elémens de physiologie composés en faveur de ceux ,zspbk0010766,Elémens des phisiologie composée en faveur de ceux,0.92,0.9896370260347827,"Elémens de physiologie composés en faveur de ceux qui commencent à étudier en médecine, by Bertrand, Bernard Nicolas. (Paris, )","Elémens des phisiologie composée en faveur de ceux qui commencent à Etudier en Medecine par M. *** docteur en Medecine, by NA. (, )"
zspbk0011983,"Introduction générale à l'étude de la politique, d",zspbk0011824,"Introduction générale l'étude de la politique, des",0.92,0.9884389178158018,"Introduction générale à l'étude de la politique, des finances, et du commerce, by Beausobre, Louis de. (, )","Introduction générale l'étude de la politique, des finances et du commerce, by Beausobre, Louis de. (, )"
zspbk0012749,"Lettres d'un persan en Angleterre, à son ami à isp",spbk00014996,Lettres d'un Persan en Angleterre à son ami à Ispa,0.92,0.9864864864864865,"Lettres d'un persan en Angleterre, à son ami à ispahan, ou nouvelles lettres persannes, où l'on trouve la continuation de l'histoire des troglodites, commencée par M. de Montesquieu, by Littleton, George. (Londres; Paris, 1770)","Lettres d'un Persan en Angleterre à son ami à Ispahan ou nouvelles lettres persanes, où l'on trouve la continuation de l'histoire des Troglodites commencée par M. de Montesquieu, nouvelle traduction libre de l'anglais, by Lyttleton, George. (London and Paris, 1770)"
spbk0003566,Sermons sur divers textes de l'Ecriture sainte [de,spbk0002191,"Sermons sur divers textes de l'Ecriture sainte, pa",0.92,0.9863067098656106,"Sermons sur divers textes de l'Écriture sainte, by Chatelain, Henri-Abraham. (n.pl., NA)","Sermons sur divers textes de l'Ecriture sainte, par Gaspar Caillard, by Caillard, Gaspar. (Lausanne, 1761)"
spbk0002209,"Sermons sur divers textes de l'Ecriture Sainte, pa",spbk0002196,Sermons sur divers textes de l'Ecriture Sainte [de,0.92,0.9859220146388027,"Sermons sur divers textes de l'Ecriture Sainte, par Mr. Amedée Lullin, pasteur et professeur en histoire ecclesiastique à Geneve, by Lullin, Ami. (Geneva, 1761-1767)","Sermons sur divers textes de l'Ecriture Sainte [de Jaquelot], prononcés devant sa majesté le roi de Prusse, by Jaquelot, Isaac. (Geneva, 1767)"
zspbk0013512,Conduite pour passer saintement le temps de l'aven,zspbk0010573,Conduite pour passer saintement le tems de l’Avent,0.92,0.9857142857142859,"Conduite pour passer saintement le temps de l'avent, by Avrillon, Jean Baptiste Elie. (, )","Conduite pour passer Saintement le tems de l’avent par le pere Avrillon religieux minime, by Avrillon, R. B.. (Paris, 1756)"
spbk0002101,Remonstrances du corps des pasteurs du Gévaudun à ,spbk0002098,Remonstrances du corps des pasteurs du Gévaudan,0.92,0.9848928213899826,NA,"Remonstrances du corps des pasteurs du Gévaudan, à Antoine Jean Rustan, pasteur suisse à Londres, by NA. (Amsterdam, 1768)"
zspbk0013962,Histoire de l'élecricité,zspbk0013344,Histoire de l'electricité,0.92,0.9772545497599153,"Histoire de l'élecricité, by Priestley, Joseph. (Paris, 1771)","Histoire de l'electricité, by NA. (, )"
zspbk0011085,Nouveaux Sermons Sur Divers textes de l'Ecriture p,spbk0002215,Nouveaux sermons sur divers textes de l'Ecriture s,0.92,0.9617326796410333,"Sermons Sur divers textes de l'Ecriture Sainte par feu M. Daniel de Superville le fils, by Superville, Daniel [de]. (Amsterdam, 1754)","Nouveaux sermons sur divers textes de l'Ecriture sainte: prononcés devant le roi de Prusse, by Sack, Frédéric Samuel Gottfried. (La Haye, 1779)"
zspbk0014738,Observationes medicinales,zspbk0012167,Observations médicinales,0.92,0.9537837826484191,"Observationes medicinales, by Lommius, Jocodus. (, )","Observations médicinales, by Peyroux, Charles. (Paris, 1759)"
zspbk0013769,Traité des peines de seconde noces,zspbk0010691,Traité des Peines des secondes noces,0.9166666666666666,0.9805956007017761,"Traité des peines de seconde noces, by NA. (, )","Traité des Peines des secondes noces, by NA. (, )"
zspbk0011958,Siecle (le) de Louis XIV,spbk0002665,Siècle (le) de Louis XV,0.9166666666666666,0.9716054209487996,"Siecle (le) de Louis XIV, by NA. (, )","Siècle (le) de Louis XV, by NA. (n.pl., NA)"
zspbk0011005,Instructions chrétiennes,spbk0001248,Instruction chrétienne,0.9166666666666666,0.9643959372630746,"Instructions chrétiennes, by Quesnel, Pasquier. (Paris, 1716)","Instruction chrétienne, divisée en cinq volumes, by Vernet, Jacob. (Lausanne, 1771)"
zspbk0010717,Regula clery,spbk0002144,Regula cleri,0.9166666666666666,0.9375,"Regula clery, by NA. (, )","Regula cleri ex Sacris litteris sanctorum patrum monimentis Ecclesiastique sanctionibus Excerpta studio Et opera Simonis Salamo et Melchioris Gelabert, presbiteroroum Doctorum et missionariorum Dioecesis Elnensis tertio Edito qui accepit praeparatio proxima ad mortem quicum que banc Regulani secuti fuerint Pax Super illos et misericordia ad Gal, by Salamó, Simon. (Parisis [Paris], 1773)"
zspbk0014411,Opera medica,zspbk0014207,Opera Medica,0.9166666666666666,0.9375,"Opera medica, by Morton, Richard. (, )","Opera Medica, by Freind, John. (, )"
zspbk0012488,Abrege de l'histoire ecclesiastique,spbk00014899,Abrégé de l'histoire ecclésiastique,0.9142857142857143,0.9142394560805753,"Abrege de l'histoire ecclesiastique, by NA. (, )","Abrégé de l'histoire ecclésiastique, traduit de l'Anglais, by Fleury, Claude. (Bern, 1766)"
zspbk0012377,Essais de littérature,spbk0003842,[Essais de littérature],0.9130434782608696,0.9775252199076786,"Essais de littérature, by Léonard, Nicolas Germain. (Londres; Paris, 1769)","[Essais de littérature], by NA. (n.pl., NA)"
zspbk0014560,[Tractatus de febribus],zspbk0014320,Tractatus de febribus,0.9130434782608696,0.9740215340114143,"[Tractatus de febribus], by NA. (, )","Tractatus de febribus, by Fizes, Antoine. (, )"
zspbk0014662,Tractatus de febribus,zspbk0014560,[Tractatus de febribus],0.9130434782608696,0.9740215340114143,"Tractatus de febribus, by Piens, Franciscus. (, )","[Tractatus de febribus], by NA. (, )"
zspbk0014636,Institutiones medica,zspbk0014349,Institutiones medicina,0.9090909090909091,0.9864876556434157,"Institutiones medica, by NA. (, )","Institutiones medicina, by NA. (, )"
zspbk0014636,Institutiones medica,zspbk0014508,Institutiones medicina,0.9090909090909091,0.9864876556434157,"Institutiones medica, by NA. (, )","Institutiones medicina, by Schacht, Johannes Oosterdijk. (, )"
zspbk0012525,Bibliotheca medicina,spbk0003583,[Bibliotheca medicina],0.9090909090909091,0.9746794344808964,"Bibliotheca medicina, by NA. (, )","[Bibliotheca medicina], by Haller, Albrecht [von]. (n.pl., NA)"
zspbk0011845,[Histoire de l'Eglise],zspbk0011692,Histoire de l'Eglise,0.9090909090909091,0.9746794344808964,"[Histoire de l'Eglise], by NA. (, )","Histoire de l'Eglise, by Pictet, Benedict. (, )"
zspbk0014705,Voyage fait par ordre du roi en 1771 et 1772,zspbk0012596,Voyage fait par ordre du roi en 1750 et 1751,0.9090909090909091,0.971192894603404,"Voyage fait par ordre du roi en 1771 et 1772, by Verdun de la Crennem Jean René Antoine. (, )","Voyage fait par ordre du roi en 1750 et 1751, by Chabert, Joseph-Bernard de. (Paris, 1753)"
zspbk0013913,[Variétés litteraires],zspbk0013195,[Variété littéraires],0.9090909090909091,0.9684747092264968,"[Variétés litteraires], by NA. (, )","[Variété littéraires], by NA. (, )"
zspbk0013786,Lettres philosophiques,spbk0001358,Lettre philosophique,0.9090909090909091,0.9547859244962514,"Lettres philosophiques, by NA. (, )","Lettre philosophique, par M. de V*** avec plusieurs pièces galantes et nouvelles de différents auteurs, by NA. (n.pl., NA)"
zspbk0014636,Institutiones medica,zspbk0014168,Institutiones Medicae,0.9047619047619048,0.9648028571908224,"Institutiones medica, by NA. (, )","Institutiones Medicae, by Boerhaave, Herman. (, )"
zspbk0012944,Corpus juris canonici,zspbk0011726,Corpus Juris Canonici,0.9047619047619048,0.9512195121951219,"Corpus juris canonici, by Pithou, Pierre. (, )","Corpus Juris Canonici, by NA. (, )"
zspbk0013765,Recueil de Romances historiques,zspbk0012546,Recueil de romans historiques,0.9032258064516129,0.975319819981503,"Recueil de Romances historiques, by Lusse, Charles de. (Paris, 1767-1774)","Recueil de romans historiques, by NA. (, )"
spbk0004925,Epanchemens (les) du coeur et de l'esprit,spbk0000659,Egaremens (les) du coeur et de l'esprit,0.9024390243902439,0.9775541420557066,"Epanchemens (les) du coeur et de l'esprit, ou Mélange de littérature et d'histoire... par M**... Édition complette... revue par l'auteur, by Lafargue, Étienne [de]. (Paris, 1787)","Egaremens (les) du coeur et de l'esprit, ou Mémoires de Mr de Meilcour, by Crébillon, Claude Prosper Jolyot de. (, )"
zspbk0014747,Experiences physico-mecaniques sur différents suje,zspbk0014182,Experiences physico-mechaniques sur diffe?rens suj,0.9,0.9885875689083942,"Experiences physico-mecaniques sur différents sujets, by Hausbée. (, )","Experiences physico-mechaniques sur diffe?rens sujets, by Hauksbee, Francis. (, )"
spbk0003557,Sermons sur divers textes de l'Ecriture sainte,spbk0002196,Sermons sur divers textes de l'Ecriture Sainte [de,0.9,0.9872155049257896,"Sermons sur divers textes de l'Ecriture sainte, by Romilly, Jean Edme. (Geneva, 1780-1788)","Sermons sur divers textes de l'Ecriture Sainte [de Jaquelot], prononcés devant sa majesté le roi de Prusse, by Jaquelot, Isaac. (Geneva, 1767)"
zspbk0012782,Sermons sur divers textes de l'Ecriture sainte,spbk0002196,Sermons sur divers textes de l'Ecriture Sainte [de,0.9,0.9872155049257896,"Sermons sur divers textes de l'Ecriture sainte, by Bessonnet, Jacob. (, )","Sermons sur divers textes de l'Ecriture Sainte [de Jaquelot], prononcés devant sa majesté le roi de Prusse, by Jaquelot, Isaac. (Geneva, 1767)"
spbk0003404,Journal et anecdotes intéressantes du voyage de Mo,spbk0001299,Journal & anecdotes interessantes du voyage de com,0.9,0.9851968052617908,"Journal et anecdotes intéressantes du voyage de Monsieur le comte de Falckenstein, by Duval-Pyrau, Henri François [abbé]. (Francfort; Leipsic, 1777)",NA
spbk0003557,Sermons sur divers textes de l'Ecriture sainte,spbk0002209,"Sermons sur divers textes de l'Ecriture Sainte, pa",0.9,0.9845440897633226,"Sermons sur divers textes de l'Ecriture sainte, by Romilly, Jean Edme. (Geneva, 1780-1788)","Sermons sur divers textes de l'Ecriture Sainte, par Mr. Amedée Lullin, pasteur et professeur en histoire ecclesiastique à Geneve, by Lullin, Ami. (Geneva, 1761-1767)"
zspbk0012782,Sermons sur divers textes de l'Ecriture sainte,spbk0002209,"Sermons sur divers textes de l'Ecriture Sainte, pa",0.9,0.9845440897633226,"Sermons sur divers textes de l'Ecriture sainte, by Bessonnet, Jacob. (, )","Sermons sur divers textes de l'Ecriture Sainte, par Mr. Amedée Lullin, pasteur et professeur en histoire ecclesiastique à Geneve, by Lullin, Ami. (Geneva, 1761-1767)"
spbk0003566,Sermons sur divers textes de l'Ecriture sainte [de,spbk0002209,"Sermons sur divers textes de l'Ecriture Sainte, pa",0.9,0.9819023894489198,"Sermons sur divers textes de l'Écriture sainte, by Chatelain, Henri-Abraham. (n.pl., NA)","Sermons sur divers textes de l'Ecriture Sainte, par Mr. Amedée Lullin, pasteur et professeur en histoire ecclesiastique à Geneve, by Lullin, Ami. (Geneva, 1761-1767)"
zspbk0012817,Ordonnance des eaux et forets,spbk0010383,Ordonnances des eaux et forêt ,0.9,0.9811514805819238,"Ordonnance des eaux et forets, by NA. (, )","Ordonnances des eaux et forêt , by NA. (Lyon, 1782)"
spbk0002196,Sermons sur divers textes de l'Ecriture Sainte [de,spbk0002191,"Sermons sur divers textes de l'Ecriture sainte, pa",0.9,0.9807795733132758,"Sermons sur divers textes de l'Ecriture Sainte [de Jaquelot], prononcés devant sa majesté le roi de Prusse, by Jaquelot, Isaac. (Geneva, 1767)","Sermons sur divers textes de l'Ecriture sainte, par Gaspar Caillard, by Caillard, Gaspar. (Lausanne, 1761)"
spbk0001684,Mémoires secrets pour servir à l'histoire de la ré,spbk0001683,Mémoires secrets pour servir à l'histoire de Perse,0.9,0.9790983779139018,"Mémoires secrets pour servir à l'histoire de la république des lettres en France, depuis 1762 jusqu'à nos jours ou journal d'un observateur, par feu M. de Bachaumont, by Bachaumont, Louis Petit [de]. (London, NA)","Mémoires secrets pour servir à l'histoire de Perse, by Toussaint, François-Vincent. (n.pl., NA)"
spbk0004045,Observations historiques et critiques sur les comm,spbk00014785,Observations historiques et critiques sur le droit,0.9,0.9763559945211496,"Observations historiques et critiques sur les commentaires de Folard et sur la cavalerie, par le comte de Brézé,.., by Brezé, Gioacchino Bonaventura Argentero. (Turin, 1772)","Observations historiques et critiques sur le droit publique de la principauté de la Catalogne et du comté de Rousillon, Où l'on fixe les véritables principes et les prérogatives de la noblesse, pour servir à l'entière refutation des écrits de M. l'Abbé Xaupi sur la prétendue chevalerie des bourgeois honorés de Perpignan et de Barcelone, by NA. (Perpignan, 1770)"
spbk0004823,[Histoire de Russie],spbk0001083,Histoire de Russie,0.9,0.9746794344808964,"[Histoire de la Russie], by NA. (n.pl., )","Histoire de Russie: tirée des chroniques originales, des pièces authentiques et des meilleurs historiens de la nation, by Levesque, Pierre-Charles. (Yverdon, 1783)"
zspbk0014655,De Venenis,zspbk0014552,De venenis,0.9,0.9444444444444446,"De Venenis, by Mead, Richard. (, )","De venenis, by Lindestolpe, Johan. (, )"
zspbk0014594,Elementa physiologiæ,zspbk0014521,Elementa Physiologia,0.9,0.9315885051121782,"Elementa physiologiæ, by Lieutaud, Joseph. (, )","Elementa Physiologia, by NA. (, )"
spbk0003420,Revolutions du Suède,spbk0001104,Revolutions de Suede,0.9,0.9219544457292885,NA,"Histoire des Révolutions de Suede par M. L'abbé de Vertot, by Vertot, René Aubert de. (, 1755)"
zspbk0012139,Histoire générale de Portugal,zspbk0011054,Histoire Genérale du Portugal,0.896551724137931,0.9668009539030813,"Histoire générale de Portugal, by La Neuville, Jacques Lequien de. (Paris, 1700)","Histoire Genérale du Portugal, by Clède, de la. (Paris, 1735)"
zspbk0013760,Boursault [unidentified work],zspbk0012612,Garsault [unidentified work],0.896551724137931,0.9534625892455922,"Boursault [unidentified work], by NA. (, )","Garsault [unidentified work], by Garsault, François Alexandre Pierre de. (, )"
zspbk0011994,Essai sur la marine et le commerce,spbk0000788,Essai sur la marine et sur le commerce,0.8947368421052632,0.9912199839239594,"Essai sur la marine et le commerce, by Boureau-Deslandes, André-François. (, )","Essai sur la marine et sur le commerce. Par Mr. D****. Avec des remarques historiques & critiques de l'auteur, by Deslandes, M.. (London, 1743)"
zspbk0014679,[Guillelmini opera],zspbk0014294,[Guiellmini opera],0.8947368421052632,0.9869275424396534,"[Guillelmini opera], by NA. (, )","[Guiellmini opera], by NA. (, )"
zspbk0014628,Traité de la goutte,zspbk0013921,Traité de la Goute,0.8947368421052632,0.9566807697649697,"Traité de la goutte, by Liger, Charles Louis. (, )","Traité de la Goute, by NA. (, )"
zspbk0013010,Arrets de Reglement,zspbk0012379,Arrets de règlement,0.8947368421052632,0.9545214042184236,"Arrets de Reglement, by NA. (, )","Arrets de règlement, by Jouy, Louis-François de. (Paris, 1752)"
zspbk0011524,[Mémoire de Massey],zspbk0011378,[Mémoire de Lassay],0.8947368421052632,0.9332565252573828,"[Mémoire de Massey], by NA. (, )","[Mémoire de Lassay], by Lassay, comte de. (, )"
zspbk0014650,Boyer [unidentified title],zspbk0014564,Boerner [unidentified title],0.8928571428571429,0.9778354245231862,"Boyer [unidentified title], by NA. (, )","Boerner [unidentified title], by Boerner, Friedrich. (, )"
zspbk0014609,Freind [unidentified title],zspbk0013538,Freron [unidentified title],0.8888888888888888,0.9752016005960887,"Freind [unidentified title], by Freind, John. (, )","Freron [unidentified title], by Fréron, Élie-Catherine. (, )"
zspbk0013457,Ciceron [unidentified work],zspbk0012751,Piron [unidentified work],0.8888888888888888,0.9656724005383486,"Ciceron [unidentified work], by NA. (, )","Piron [unidentified work], by Piron, Alexis. (, )"
zspbk0012869,Oeuvres de Bernier,zspbk0011831,Oeuvres de Vergier,0.8888888888888888,0.9565217391304348,"Oeuvres de Bernier, by NA. (, )","Oeuvres de Vergier, by Vergier, Jacques. (, )"
zspbk0014245,Traite de la Peste,spbk0004455,Traité de la peste,0.8888888888888888,0.9490707529566206,"Traite de la Peste, by Hecquet, Philippe. (, )","Traité de la peste, contenant l'histoire de celle qui a régné à Moscou en 1771: ouvr. publ. d'abord en latin, actuellement mis en françois et augmenté de plusieurs pièces intéressantes, by Mertens, Charles [de]. (Strasbourg; Vienna, 1784)"
spbk0004746,Oeuvres de Regnard,spbk0004002,Oeuvres de Bernard,0.8888888888888888,0.9486832980505138,"Oeuvres de Regnard, by Regnard, Jean François. (Amsterdam, 1771)","Oeuvres de Bernard, by Bernard, Pierre Joseph. (, )"
spbk0010363,Oeuvres de Regnard,spbk0004002,Oeuvres de Bernard,0.8888888888888888,0.9486832980505138,"Oeuvres (les) de M. Regnard, by Regnard, Jean François. (Amsterdam, 1750)","Oeuvres de Bernard, by Bernard, Pierre Joseph. (, )"
spbk0004861,Philosophie morale,spbk0001919,Philosophie rurale,0.8888888888888888,0.9359709753334591,"Philosophie morale, ou, Melange raisonne de principes, pensees et reflexions, by Shaftesbury, Anthony Ashley Cooper [comte de]. (London, 1751)","Elemens de la Philosophie rurale, by Mirabeau, Victor de Riquetti [marquis de]. (La Haye, 1767)"
spbk0004875,Mode (le) françois,spbk0000337,Code (le) français,0.8888888888888888,0.9166666666666669,"Mode (le) françois, ou Discours sur les principaux usages de la nation françoise, by Sobry, Jean-François. (London, 1786)","Code (le) français, ou recueil de toutes les pièces intéressantes publiées en France, relativement aux troubles des parlements, avec des observations critiques et historiques, des pièces nouvelles et une table raisonnée, by Rémi, Joseph-Honoré. (n.pl., NA)"
zspbk0010995,Memoires et aventures d’une Dame de Qualité,zspbk0010877,Mémoires et aventures d’une femme de qualité,0.8863636363636364,0.9782358688050107,"Memoires et aventures d’une Dame de Qualité, by Lambert, Claude-François. (Amsterdam, 1772)","Mémoires et aventures d’une femme de qualité, by NA. (Liège, 1770)"
zspbk0014705,Voyage fait par ordre du roi en 1771 et 1772,spbk0003298,Voyage fait par ordre du Roi en 1768 et 1769,0.8863636363636364,0.9594781857618334,"Voyage fait par ordre du roi en 1771 et 1772, by Verdun de la Crennem Jean René Antoine. (, )","Voyage fait par ordre du Roi en 1768 et 1769, à différentes parties du monde, pour éprouver en mer les horloges marines inventées par M. Ferdinand Berthoud, by Fleurieu, Charles Pierre d'Eveux [de]. (Paris, 1773)"
zspbk0012596,Voyage fait par ordre du roi en 1750 et 1751,spbk0003298,Voyage fait par ordre du Roi en 1768 et 1769,0.8863636363636364,0.9575058014734608,"Voyage fait par ordre du roi en 1750 et 1751, by Chabert, Joseph-Bernard de. (Paris, 1753)","Voyage fait par ordre du Roi en 1768 et 1769, à différentes parties du monde, pour éprouver en mer les horloges marines inventées par M. Ferdinand Berthoud, by Fleurieu, Charles Pierre d'Eveux [de]. (Paris, 1773)"
zspbk0013757,Pradon [unidentified work],zspbk0012751,Piron [unidentified work],0.8846153846153846,0.9714726301433108,"Pradon [unidentified work], by NA. (, )","Piron [unidentified work], by Piron, Alexis. (, )"
zspbk0012946,Dictionnaire du commerce,spbk0002596,[Dictionnaire de commerce],0.8846153846153846,0.9667550799532344,"Dictionnaire du commerce, by NA. (, )","[Dictionnaire de commerce], by NA. (n.pl., NA)"
zspbk0010621,Oeuvres de M. de La H****,spbk0001810,Oeuvres de Mr. De la H****,0.8846153846153846,0.9650585620411924,"Oeuvres de M. de La H****, by NA. (Yverdon, 1777)","Oeuvres de Mr. De la H****, by La Harpe, Jean François [de]. (Yverdon, 1777)"
spbk0004822,Elémens de mathématiques,spbk0002955,[Eléméns de mathématiques],0.8846153846153846,0.9576635971035922,"Elémens de Mathématiques, by Rivard, Dominique-François. (Paris, 1769)","[Eléméns de mathématiques], by Pelt [de]. (n.pl., NA)"
zspbk0013548,Histoire de Perse,spbk0001065,Histoire de Hesse,0.8823529411764706,0.9499679070317292,"Histoire de Perse, by NA. (, )","Histoire de Hesse, by Mallet, Paul Henri. (Paris, 1767-1770)"
zspbk0013524,Oeuvres de Ballet,zspbk0012595,Oeuvres de Carlet,0.8823529411764706,0.9393939393939394,"Oeuvres de Ballet, by Ballet, François. (, )","Oeuvres de Carlet, by NA. (, )"
zspbk0012497,Oeuvres de Tacite,spbk0001809,Oeuvres de Racine,0.8823529411764706,0.935483870967742,"Oeuvres de Tacite, by Tacitus, Publius Cornelius. (, )","Oeuvres de Jean Racine, by Racine, Jean. (Paris, 1769)"
zspbk0014601,[Ramazzini] opera,zspbk0014517,[Ramassini] opera,0.8823529411764706,0.8518518518518519,"[Ramazzini] opera, by Ramazzini, Bernardino. (, )","[Ramassini] opera, by Ramazzini, Bernardino. (, )"
zspbk0011178,Recueil de differens exercices de la devotion au s,zspbk0010994,Recueil de differens exercices de la Devotion,0.88,0.9848691471387468,"Recueil de differens exercices de la devotion au sacré cœur de Jesus et de Marie contenant des pratiques pour la messe, la confession, la communion, les Visites du St. Sacrement, la fête des SS. coeurs de Jesus, et de Marie, troisième edition revûe, et corrigée, by NA. (Avignon, 1770)","Recueil de differens exercices de la Devotion, by NA. (Avignon, 1770)"
zspbk0013782,"Dictionnaire ge?ographique, historique et politiqu",spbk0004599,"Dictionnaire géographique, historique et critique",0.88,0.9815337596350205,"Dictionnaire ge?ographique, historique et politique des Gaules et de la France, by Expilly, Jean-Joseph. (, )","Dictionnaire géographique, historique et critique, by La Martinière, Antoine Augustin Bruzen [de]. (n.pl., 1768)"
zspbk0011922,"Logique (La), ou l'art de penser, degagé de la ser",zspbk0011774,"Logique (la): ou, l'art du penser, dégagé de la se",0.88,0.9756379699771129,"Logique (La), ou l'art de penser, degagé de la servitude de la dialectique, by Jurain, Henri. (Paris, 1765)","Logique (la): ou, l'art du penser, dégagé de la servitude de la dialectique, by Jurain, Henri. (, )"
zspbk0010610,Bible stories / Selections from the Bible (Other d,spbk0010483,Bible stories / Selections from the Bible (Catholi,0.88,0.974933356442865,"Bible stories / Selections from the Bible (Other denominational editions), by [Bible]. (, )","Selectae é veteri testamento historiae, latin et français, by [Bible]. (Toul, 1778)"
zspbk0012410,Nouvel abrégé chronologique de l'histoire des empe,spbk0004155,Nouvel abrégé chronologique de l'histoire de Franc,0.88,0.9644856443408243,"Nouvel abrégé chronologique de l'histoire des empereurs, by Richer, Adrien. (Paris, 1754)","Supplément à l'Histoire de France du President Henault, by Hénault, Charles Jean François. (n.pl., )"
spbk0004447,Dissertation sur le cacao,spbk0004339,Dissertation sur le tabac,0.88,0.9636363636363636,"Dissertation sur le cacao, sur sa culture, et sur les différentes préparations de chocolat, by NA. (n.pl., NA)","Dissertation sur le tabac: et sur ses bons & mauvais effets, by NA. (n.pl., NA)"
spbk0004448,Dissertation sur le café,spbk0004447,Dissertation sur le cacao,0.88,0.954291326985053,"Dissertation sur le café, sa culture, ses différentes préparations & ses propriétés, tant alimentatires, que médicinales, by NA. (n.pl., NA)","Dissertation sur le cacao, sur sa culture, et sur les différentes préparations de chocolat, by NA. (n.pl., NA)"
zspbk0010612,Bible stories / Selections from the Bible (Unknown,spbk0010483,Bible stories / Selections from the Bible (Catholi,0.88,0.9522120958367813,"Bible stories / Selections from the Bible (Unknown denominations), by [Bible]. (, )","Selectae é veteri testamento historiae, latin et français, by [Bible]. (Toul, 1778)"
zspbk0012440,malheurs [Les] de l'amour,zspbk0011937,Malheurs (Les) de l'amour,0.88,0.9377035167721793,"malheurs [Les] de l'amour, by Tencin, Claudine-Alexandrine Guérin. (, )","Malheurs (Les) de l'amour, by NA. (, )"
spbk0002206,Sermons sur diverses matières importantes,spbk0002201,Sermons sur div. matières importantes,0.8780487804878049,0.9752230696946989,"Sermons sur diverses matières importantes, by Tillotson, John. (Amsterdam; Basle, 1738)","Sermons sur div. matières importantes, by Rocheblave, Henri [de]. (Geneva, 1726)"
spbk0010372,Office de notre dame à l'usage des écoles,spbk0010371,Office de notre dame à l'usage de Rome,0.8780487804878049,0.9689300956271741,"Office de notre dame à l'usage des écoles, by NA. (Bruyères, 1781)","Office de notre dame à l'usage de Rome, by NA. (Abbeville, 1784)"
spbk0010183,Heures de notre dame à l'usage des écoles,spbk0010182,Heures de notre dame à l'usage de Rennes,0.8780487804878049,0.9686084075574665,"Heures de notre dame à l'usage des écoles, by NA. (Saint-Mihiel, 1784)","Heures de notre dame à l'usage de Rennes, by NA. (Dinan, 1782)"
zspbk0013994,Histoire de Louis XII,spbk0004517,[Histoire de Louis XIII],0.875,0.9692948572674899,"Histoire de Louis XII, by NA. (, )","Louis 13, by NA. (n.pl., )"
zspbk0014722,[Picarnii dissertationes medica],zspbk0014721,[Epiuanii dissertationes medica],0.875,0.9669054382317919,"[Picarnii dissertationes medica], by NA. (, )","[Epiuanii dissertationes medica], by NA. (, )"
zspbk0013876,Ordonnance de la [Ville],zspbk0013819,Ordonnance de la ville,0.875,0.9609690621771018,"Ordonnance de la [Ville], by NA. (, )","Ordonnance de la ville, by NA. (, )"
spbk0001662,Mémoires de Mme la marquise de Pompadour,spbk0001400,Lettres de Mme la marquise de Pompadour,0.875,0.9585519917718092,"Mémoires de Mme la marquise de Pompadour, où l'on voit ce qui c'est passé de plus remarquable à la cour de France pendant les 20 derniers années du regne de Louis XV, écrits par elle, by NA. (Liège, 1785)","Lettres de Mme la marquise de Pompadour, by Pompadour, Jeanne Antoinette Poisson. (n.pl., NA)"
zspbk0013326,[Histoire de l'Amerique],spbk0004150,Histoire de l'Amérique,0.875,0.9567297464698798,"[Histoire de l'Amerique], by NA. (, )","Histoire de l'Amérique, by Robertson, William. (n.pl., NA)"
zspbk0014171,Elementa chemiae,zspbk0014117,Elementa Chemia,0.875,0.9545941546018392,"Elementa chemiae, by Boerhaave, Herman. (, )","Elementa Chemia, by Barchusen, Johann Conrad. (, )"
spbk0004448,Dissertation sur le café,spbk0004340,Dissertation sur le thé,0.875,0.9462912659625485,"Dissertation sur le café, sa culture, ses différentes préparations & ses propriétés, tant alimentatires, que médicinales, by NA. (n.pl., NA)","Dissertation sur le thé, sur sa récolte et sur les bons et mauvais effets de son infusi, by NA. (n.pl., 1787)"
